# fill.dat: 2s poll of `date +%s` + hexdump -C of the 8 bytes at config_shm+9916 (BOWL_FILL_1||BOWL_FILL_2).
# Trimmed to unix 1789628476-1789628586 (brackets the landing at [1789628573,1789628575)).
1789628477 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628479 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628481 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628483 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628485 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628487 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628489 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628491 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628493 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628495 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628497 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628499 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628501 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628503 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628505 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628507 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628509 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628511 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628513 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628515 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628517 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628520 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628522 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628524 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628526 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628528 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628530 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628532 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628534 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628536 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628538 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628540 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628542 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628544 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628546 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628548 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628550 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628552 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628554 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628556 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628559 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628561 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628563 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628565 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628567 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628569 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628571 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628573 00000000  ff ff ff ff ff ff ff ff                           |........|
1789628575 00000000  2c 00 00 00 ff ff ff ff                           |,.......|
1789628577 00000000  2c 00 00 00 ff ff ff ff                           |,.......|
1789628579 00000000  2c 00 00 00 ff ff ff ff                           |,.......|
1789628581 00000000  2c 00 00 00 ff ff ff ff                           |,.......|
1789628583 00000000  2c 00 00 00 ff ff ff ff                           |,.......|
1789628585 00000000  2c 00 00 00 ff ff ff ff                           |,.......|
