# mqtrace capture, round 2 (2026-09-17), trimmed to mono 25280-25390 (~90s before the
# landing bracket through 10s after). Full run: mqtrace --pid <ble=203|ctrl=217> --timeout 300
# --uart-path /dev/ttyS3, started at device uptime 25192.22s / unix 1789629589.
# Reference pair (unix, uptime) = (1789629589, 25192.22); mono->epoch: epoch = 1789629589 + (mono-25192.22).
# Cloud POST /cloud {enabled:true} at unix 1789629602. BOWL_FILL_1 landing bracket (from fill2.dat):
# unix [1789629773,1789629775), 0xffffffff -> 44. -> mono landing bracket: [25376.22, 25378.22).
# ctrl's LAST bus send of any kind before the landing was msg_id=0x6013 at mono 25259.531511 --
# ctrl is then completely silent on the bus for the ~117s leading up to and through the landing.
# Same two non-heartbeat messages as round 1 (0x6017 at mono 25258.497931, 0x6013 at 25259.531511)
# recur here too, ~10-238s before their respective landings -- an inconsistent gap across the two
# runs that rules out a causal link (see docs/34-bowl-fill-surplus.md Part 6).
25280.926256 SIGNAL tid=231 sig=17
25280.941394 SIGNAL tid=231 sig=17
25280.969978 SIGNAL tid=231 sig=17
25281.008747 SIGNAL tid=231 sig=17
25281.048712 SIGNAL tid=231 sig=17
25284.071605 SIGNAL tid=231 sig=17
25284.085771 SIGNAL tid=231 sig=17
25284.094070 SIGNAL tid=231 sig=17
25284.130833 SIGNAL tid=231 sig=17
25284.162488 SIGNAL tid=229 sig=17
25285.594264 THREAD parent_tid=232 new_tid=545
25285.594361 THREAD new_tid=545
25286.028754 EXIT tid=545
25287.199142 SIGNAL tid=231 sig=17
25287.217161 SIGNAL tid=231 sig=17
25287.233077 SIGNAL tid=231 sig=17
25287.262327 SIGNAL tid=231 sig=17
25287.287883 SIGNAL tid=229 sig=17
25288.361391 THREAD parent_tid=217 new_tid=634
25288.365684 THREAD new_tid=634
25288.366767 THREAD parent_tid=634 new_tid=636
25288.369151 THREAD new_tid=636
25288.770985 THREAD parent_tid=634 new_tid=638
25288.771041 THREAD new_tid=638
25288.856609 EXIT tid=634
25290.307819 SIGNAL tid=231 sig=17
25290.323475 SIGNAL tid=231 sig=17
25290.331969 SIGNAL tid=229 sig=17
25290.365244 SIGNAL tid=229 sig=17
25290.392434 SIGNAL tid=231 sig=17
25290.397932 THREAD parent_tid=217 new_tid=696
25290.403798 THREAD new_tid=696
25290.811466 EXIT tid=696
25293.415848 SIGNAL tid=231 sig=17
25293.445283 SIGNAL tid=231 sig=17
25293.459485 SIGNAL tid=231 sig=17
25293.491398 SIGNAL tid=231 sig=17
25293.524804 SIGNAL tid=231 sig=17
25296.549860 SIGNAL tid=231 sig=17
25296.564746 SIGNAL tid=231 sig=17
25296.578757 SIGNAL tid=231 sig=17
25296.607552 SIGNAL tid=231 sig=17
25296.644564 SIGNAL tid=231 sig=17
25299.669796 SIGNAL tid=231 sig=17
25299.691786 SIGNAL tid=231 sig=17
25299.710270 SIGNAL tid=231 sig=17
25299.734541 SIGNAL tid=231 sig=17
25299.768135 SIGNAL tid=231 sig=17
25302.803892 SIGNAL tid=231 sig=17
25302.837830 SIGNAL tid=231 sig=17
25302.855765 SIGNAL tid=229 sig=17
25302.884855 SIGNAL tid=231 sig=17
25302.917136 SIGNAL tid=231 sig=17
25305.935757 SIGNAL tid=231 sig=17
25305.957540 SIGNAL tid=229 sig=17
25305.969890 SIGNAL tid=231 sig=17
25306.000436 SIGNAL tid=217 sig=17
25306.020607 SIGNAL tid=231 sig=17
25309.038443 SIGNAL tid=231 sig=17
25309.048500 SIGNAL tid=231 sig=17
25309.074061 SIGNAL tid=231 sig=17
25309.101521 SIGNAL tid=229 sig=17
25309.133387 SIGNAL tid=229 sig=17
25312.162644 SIGNAL tid=231 sig=17
25312.185886 SIGNAL tid=231 sig=17
25312.197107 SIGNAL tid=231 sig=17
25312.224443 SIGNAL tid=231 sig=17
25312.250934 SIGNAL tid=231 sig=17
25315.279449 SIGNAL tid=231 sig=17
25315.305548 SIGNAL tid=231 sig=17
25315.319397 SIGNAL tid=231 sig=17
25315.351069 SIGNAL tid=231 sig=17
25315.366488 SIGNAL tid=231 sig=17
25318.401589 SIGNAL tid=231 sig=17
25318.433334 SIGNAL tid=231 sig=17
25318.458514 SIGNAL tid=231 sig=17
25318.494946 SIGNAL tid=231 sig=17
25318.513721 SIGNAL tid=231 sig=17
25321.537735 SIGNAL tid=231 sig=17
25321.554071 SIGNAL tid=231 sig=17
25321.562661 SIGNAL tid=231 sig=17
25321.597381 SIGNAL tid=231 sig=17
